Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_ctrl_c.AVG_Signal	KHYG1_ctrl_c.Avg_NBEADS	KHYG1_ctrl_c.BEAD_STDERR	KHYG1_ctrl_c.Detection Pval
ILMN_1806275	126.2114	19	4.758774	0
ILMN_1659599	100.7867	22	2.596286	0.3025974
ILMN_1698777	134.528	21	3.844242	0
ILMN_1663132	423.0574	16	15.01967	0
ILMN_1700349	119.3548	16	3.928553	0.003896104
ILMN_1761309	118.6245	21	4.237403	0.003896104
ILMN_2120555	97.67522	23	3.698552	0.5766234
ILMN_1742073	95.34748	21	3.943462	0.7792208
ILMN_3241894	96.19516	26	3.399459	0.7012987
ILMN_1810691	98.18657	19	2.92341	0.5233766
ILMN_1676893	1127.29	21	46.63863	0
ILMN_2148944	108.6004	27	3.093675	0.04285714
ILMN_1708588	100.5584	21	2.889547	0.3168831
ILMN_2311674	98.78741	17	4.321821	0.4597403
ILMN_1685156	97.38408	19	2.90255	0.5961039
ILMN_1655935	216.6412	27	8.878523	0
ILMN_1754440	96.59115	24	2.673021	0.6649351
ILMN_1654287	112.9761	32	2.717927	0.009090909
ILMN_1763344	97.33244	23	3.93954	0.6
ILMN_1711736	94.85511	22	3.210155	0.8103896
ILMN_2356786	154.332	18	6.513294	0
ILMN_1759252	902.2019	19	37.2738	0
ILMN_1678791	98.4604	27	2.390213	0.4974026
ILMN_2336146	99.39444	16	3.135794	0.4181818
ILMN_2286339	94.71368	19	3.543833	0.8155844
ILMN_1694133	102.8511	28	3.011998	0.1987013
ILMN_1678501	101.7126	20	3.276668	0.261039
ILMN_1787378	490.8682	30	18.16994	0
ILMN_1814526	697.3098	16	45.77642	0
ILMN_2311278	255.2689	17	11.37013	0
ILMN_1764309	97.75942	23	2.915328	0.5675325
ILMN_1811598	95.74803	20	2.413682	0.7415584
ILMN_1740717	95.12699	25	2.146375	0.7909091
ILMN_2136010	100.1476	27	2.200488	0.338961
ILMN_1797912	99.7007	17	2.584787	0.3909091
ILMN_1738604	140.8888	24	4.595554	0
ILMN_1691175	106.182	27	3.260065	0.06623377
ILMN_2223359	97.58978	19	2.112839	0.5844156
ILMN_1702858	100.12	16	2.119647	0.3415585
ILMN_2363634	96.75577	30	2.509808	0.651948
ILMN_1813975	239.8126	19	10.61721	0
ILMN_1743331	98.13892	23	2.811888	0.5272727
ILMN_1775045	101.8807	18	4.223231	0.2519481
ILMN_2096322	222.6753	21	8.759944	0
ILMN_1688322	256.7574	23	7.113111	0
ILMN_2224833	625.8203	30	21.63982	0
ILMN_2358626	738.3447	20	29.29788	0
ILMN_1768062	134.8033	24	3.852201	0
ILMN_2358628	102.0962	28	2.828193	0.238961
ILMN_1801020	273.9491	26	7.723528	0
ILMN_1708934	97.90958	18	2.117948	0.548052
ILMN_1702933	112.6408	15	4.365534	0.01038961
ILMN_1657993	237.9072	22	8.472917	0
ILMN_1666019	114.5033	25	3.206707	0.006493506
ILMN_2080751	325.9991	17	12.5442	0
ILMN_1690352	262.0388	14	11.81728	0
ILMN_2275396	91.65151	10	2.156627	0.9636363
ILMN_2373444	99.87112	18	3.083491	0.3649351
ILMN_1747227	104.4814	18	3.120839	0.1324675
ILMN_1807372	263.8213	27	11.84818	0
ILMN_1703946	92.08542	24	2.787784	0.9532468
ILMN_1733259	99.14896	20	3.044131	0.4337662
ILMN_1730710	101.2987	12	3.590492	0.2831169
ILMN_1793959	271.0669	25	7.531268	0
ILMN_1794512	100.8279	21	2.927078	0.3025974
ILMN_1795788	99.17486	26	2.832945	0.4298701
ILMN_1760335	117.5511	23	4.773139	0.003896104
ILMN_1788530	108.8177	18	2.915809	0.04155844
ILMN_1811480	517.1771	27	18.31827	0
ILMN_1813598	95.07003	24	2.524663	0.7948052
ILMN_1653821	94.58082	24	4.247122	0.8324676
ILMN_1780551	106.382	11	4.11217	0.06363636
ILMN_1669227	95.52145	20	3.827725	0.7623377
ILMN_1709167	97.10085	21	2.58835	0.6116883
ILMN_1679754	94.5463	20	1.700438	0.8337662
ILMN_1716421	99.83379	28	3.276752	0.3779221
ILMN_1659371	134.1701	18	4.604863	0
ILMN_1677868	109.2345	22	2.808664	0.03766234
ILMN_1707445	99.84849	23	3.959817	0.374026
ILMN_1733963	96.41049	12	2.980305	0.6831169
ILMN_1804255	101.2426	11	2.559144	0.2831169
ILMN_1695590	108.7807	24	4.169732	0.04155844
ILMN_1694007	92.56191	15	1.613109	0.9363636
ILMN_3307926	1715.054	25	56.1517	0
ILMN_1673330	94.88692	28	3.003102	0.8103896
ILMN_1668900	96.34104	28	1.931833	0.6896104
ILMN_2389013	287.6613	27	6.694919	0
ILMN_1760143	723.7847	24	20.1507	0
ILMN_1790757	2862.63	27	104.2237	0
ILMN_2092664	647.0148	27	29.11026	0
ILMN_1778796	427.8685	31	24.40005	0
ILMN_1749804	105.2444	15	4.395082	0.1051948
ILMN_1720235	98.64765	13	2.385688	0.4792208
ILMN_2240009	123.1109	22	5.686645	0
ILMN_1736178	95.37471	20	3.373739	0.7779221
ILMN_1803376	191.8825	28	6.645589	0
ILMN_3240321	171.9215	22	7.578208	0
ILMN_1712944	680.6154	21	30.1559	0
ILMN_2333107	172.3914	23	4.076119	0
ILMN_1707958	99.7949	15	2.080969	0.3818182
ILMN_1660424	96.79196	24	2.076356	0.6493506
ILMN_1701998	96.21209	21	2.139334	0.6987013
ILMN_1651235	94.98961	30	1.358839	0.7987013
ILMN_1694140	95.15119	13	4.307527	0.7883117
ILMN_1730995	108.4387	16	3.511597	0.04415584
ILMN_2404917	99.63062	25	3.489068	0.3987013
ILMN_1702696	101.1989	22	3.596338	0.2857143
ILMN_2084562	100.2007	23	2.679154	0.3376623
ILMN_1769563	95.1347	21	3.2865	0.7896104
ILMN_1673119	100.9164	18	3.214153	0.2987013
ILMN_2129015	122.5001	19	4.098878	0
ILMN_1725889	99.43954	26	2.558559	0.4155844
ILMN_1775235	95.6226	28	2.605726	0.7467533
ILMN_1677951	91.35948	26	2.122538	0.9701298
ILMN_1708502	131.547	20	3.652347	0
ILMN_1705447	148.4322	28	4.59471	0
ILMN_1699172	103.0708	20	3.406209	0.1805195
ILMN_2409898	98.15027	26	2.173635	0.5272727
ILMN_2295698	98.06165	16	3.764953	0.5350649
ILMN_2066124	1165.627	22	53.40533	0
ILMN_1777797	92.32097	18	1.946368	0.9402598
ILMN_2095653	145.412	25	6.201226	0
ILMN_1707551	289.021	23	15.39699	0
ILMN_1782204	97.49507	15	2.329163	0.5883117
ILMN_2402766	199.4271	24	4.958832	0
ILMN_1767722	106.1744	16	1.798093	0.06623377
ILMN_2342841	172.2812	20	7.410463	0
ILMN_1802631	286.0744	28	10.22207	0
ILMN_2318481	96.94798	25	2.675497	0.6298701
ILMN_2245223	100.0016	19	3.385961	0.3506494
ILMN_3238543	93.83525	28	2.520411	0.8909091
ILMN_1735591	120.4484	14	7.408201	0.002597403
ILMN_2362126	101.5883	19	4.31415	0.2649351
ILMN_2269136	156.9238	14	5.053016	0
ILMN_3239130	121.7833	16	3.625539	0.001298701
ILMN_2120103	99.90767	28	2.457602	0.3623376
ILMN_3242883	154.3841	20	3.38534	0
ILMN_2100055	96.3857	20	2.563671	0.6844156
ILMN_1887648	103.3905	23	3.559571	0.1688312
ILMN_1688627	98.79421	19	2.968247	0.4597403
ILMN_1672767	93.02871	16	2.622854	0.9194805
ILMN_2196642	95.88823	18	4.285094	0.7246753
ILMN_2308689	251.6177	37	6.151674	0
ILMN_2290776	123.5483	17	4.090444	0
ILMN_1777182	110.0815	17	4.137022	0.03376623
ILMN_1729777	95.10851	20	2.364459	0.7909091
ILMN_1690829	100.8334	13	3.700001	0.3012987
ILMN_2257015	105.7497	17	3.190454	0.08571429
ILMN_3181215	102.4788	16	2.787376	0.2090909
ILMN_3260345	132.8812	22	4.253365	0
ILMN_1703228	171.5863	24	4.787774	0
ILMN_1652023	103.556	22	4.050976	0.1662338
ILMN_2064917	341.6889	23	12.2089	0
ILMN_1776153	114.7904	19	5.453866	0.006493506
ILMN_1772645	254.9105	21	9.161335	0
ILMN_1775082	105.6876	24	2.667583	0.08701298
ILMN_1680343	102.0131	25	2.232729	0.2454545
ILMN_2277492	91.72926	22	1.77977	0.9610389
ILMN_2371825	194.2799	16	10.70848	0
ILMN_1717468	100.7381	19	3.09622	0.3090909
ILMN_2274377	104.2021	12	3.690588	0.1428571
ILMN_1750235	101.6928	24	2.691252	0.261039
ILMN_1664006	126.2135	29	3.758816	0
ILMN_1707169	94.94674	28	2.812845	0.8064935
ILMN_1779109	91.14907	20	3.487613	0.9714286
ILMN_1697790	99.76894	19	3.980197	0.387013
ILMN_1679520	179.14	21	4.795894	0
ILMN_1732176	167.5828	23	5.704635	0
ILMN_1681081	155.2716	20	4.2359	0
ILMN_2377430	191.3832	18	11.03649	0
ILMN_1661373	107.3123	15	3.861989	0.05584415
ILMN_2288175	91.91686	29	2.054142	0.9571428
ILMN_1654010	115.818	20	5.109436	0.003896104
ILMN_1732672	97.06681	21	2.400513	0.6142857
ILMN_1730504	104.6491	22	2.697809	0.1298701
ILMN_1662049	212.6244	19	9.188013	0
ILMN_1740752	145.1756	34	4.417734	0
ILMN_1794875	96.64783	24	2.819782	0.6584415
ILMN_1698209	324.4337	21	15.53182	0
ILMN_3307841	99.85718	22	2.644447	0.374026
ILMN_1814151	111.9445	20	6.24216	0.01558442
ILMN_2050246	102.0497	25	3.166964	0.2402597
ILMN_1728787	109.1755	16	2.648776	0.03766234
ILMN_2234605	91.8477	15	2.715038	0.9597403
ILMN_1770454	139.734	26	3.980783	0
ILMN_1770336	103.7074	21	3.194501	0.1636364
ILMN_1714253	96.84988	23	3.157734	0.6415585
ILMN_1813530	94.11603	19	2.57593	0.874026
ILMN_2223922	105.5926	21	3.119531	0.08961039
ILMN_1718071	212.5032	20	7.017846	0
ILMN_1814327	98.43378	19	3.698705	0.4987013
ILMN_2341343	100.2184	24	3.563298	0.3350649
ILMN_1775634	99.09219	16	2.982643	0.4376623
ILMN_1802458	395.8854	11	13.66257	0
ILMN_2307656	401.2002	18	15.35506	0
ILMN_1709796	103.583	23	3.187071	0.1662338
ILMN_1783963	89.33618	23	2.529593	0.9909091
ILMN_2134801	87.35561	19	1.383678	0.9987013
ILMN_1757807	98.32515	26	2.360762	0.5116883
ILMN_1673529	136.9051	25	3.57618	0
ILMN_1686370	100.8372	29	1.740529	0.3012987
ILMN_1809139	163.5429	19	5.463211	0
ILMN_1747504	191.2415	24	5.630141	0
ILMN_1666679	99.91551	18	3.855183	0.3623376
ILMN_1657862	1911.907	18	65.07623	0
ILMN_1770412	562.8671	20	17.1054	0
ILMN_1712786	103.9577	19	3.819333	0.1545455
ILMN_1680111	101.4658	28	2.37352	0.2727273
ILMN_1791006	121.136	14	4.715425	0.002597403
ILMN_1714567	413.0184	18	23.44251	0
ILMN_1792495	103.5324	19	4.055721	0.1662338
ILMN_1752159	101.1112	21	2.610647	0.2909091
ILMN_3243156	93.9278	19	2.892341	0.8831169
ILMN_1812640	1935.581	20	53.57081	0
ILMN_2162799	111.0041	26	3.318762	0.02077922
ILMN_1782679	93.79055	17	2.494145	0.8922078
ILMN_1703617	1027.506	24	25.47242	0
ILMN_1798308	171.9874	17	5.481073	0
ILMN_1730625	97.89517	15	5.55642	0.5506493
ILMN_1696512	116.7866	28	3.155846	0.003896104
ILMN_2164164	108.6561	13	4.485509	0.04285714
ILMN_3240117	762.4066	27	21.53087	0
ILMN_1703538	105.3276	16	3.205058	0.1
ILMN_1792473	1128.213	15	43.88285	0
ILMN_1771827	101.9309	24	3.080632	0.2506494
ILMN_3246401	142.2673	21	6.65654	0
ILMN_1770725	93.94439	24	2.924264	0.8805195
ILMN_2313821	585.8359	18	25.5155	0
ILMN_1717357	152.5727	23	4.124319	0
ILMN_1668408	276.4678	20	10.50853	0
ILMN_1667183	122.1571	22	5.666305	0.001298701
ILMN_1712639	109.169	17	3.258526	0.03766234
ILMN_1704173	101.6476	27	3.162545	0.2623377
ILMN_1797974	125.2526	12	2.063016	0
ILMN_1688625	188.86	22	7.241056	0
ILMN_1776916	99.31037	19	3.847627	0.4220779
ILMN_2113340	98.26614	24	3.27919	0.5155844
ILMN_1669557	94.03092	16	3.17119	0.8779221
ILMN_3307874	97.52694	17	3.261918	0.587013
ILMN_2214232	96.32191	28	3.49162	0.6909091
ILMN_1681301	256.8011	19	13.57669	0
ILMN_1673252	1958.462	21	59.35783	0
ILMN_2103841	438.9596	29	15.21889	0
ILMN_2368268	100.814	16	2.750971	0.3025974
ILMN_2415292	91.70424	20	2.367665	0.9623377
ILMN_1670282	94.01023	23	2.729442	0.8779221
ILMN_2261519	5018.912	28	119.8638	0
ILMN_1791236	99.53722	22	2.549695	0.4051948
ILMN_1723521	100.2616	20	3.203263	0.3311688
ILMN_2242299	98.21384	24	2.173337	0.5207792
ILMN_2312764	101.8691	16	3.861999	0.2545455
ILMN_1779965	127.0779	27	3.86376	0
ILMN_1670542	580.7134	27	20.09546	0
ILMN_1655645	182.5096	26	6.049754	0
ILMN_1716053	872.3594	26	19.46065	0
ILMN_3236458	119.617	29	3.05707	0.003896104
ILMN_1778173	334.8936	23	10.61936	0
ILMN_2338038	103.9948	22	3.201319	0.151948
ILMN_1686522	101.3347	22	2.58396	0.2792208
ILMN_1764090	100.2069	19	3.746057	0.3376623
ILMN_1798249	97.77715	23	2.328897	0.5649351
ILMN_1656593	100.4664	11	6.176753	0.3207792
ILMN_2283473	94.34923	29	2.510017	0.8545455
ILMN_2387712	97.54343	19	2.65028	0.5857143
ILMN_1684305	95.69244	25	3.330079	0.7428572
ILMN_1712530	154.6208	18	5.118799	0
ILMN_1662598	97.8427	28	2.454337	0.5558441
ILMN_1718808	121.6946	21	3.776356	0.001298701
ILMN_1783818	98.05556	17	2.789345	0.5350649
ILMN_2293758	178.4314	18	5.829884	0
ILMN_1735539	104.4656	25	2.724675	0.1324675
ILMN_2280189	106.6804	24	2.719778	0.06363636
ILMN_1693220	141.1364	23	3.878345	0
ILMN_1684836	99.61536	33	2.328181	0.3987013
ILMN_1715532	93.60626	17	2.687275	0.9
ILMN_1686846	101.8354	17	2.632572	0.2571429
ILMN_2308950	95.74297	26	3.505809	0.7415584
ILMN_1709101	120.3047	17	4.860361	0.002597403
ILMN_1752247	120.8767	25	5.694291	0.002597403
ILMN_2396956	207.8402	26	6.331864	0
ILMN_1679987	94.69125	21	2.920136	0.8194805
ILMN_1673542	96.70554	26	2.361663	0.6571429
ILMN_1802537	96.60583	26	1.78747	0.6636364
ILMN_1675507	98.81071	21	3.256707	0.4584416
ILMN_1691959	106.196	13	4.453463	0.06623377
ILMN_1737754	97.3868	25	2.523396	0.5961039
ILMN_1808905	96.32744	17	2.657223	0.6909091
ILMN_2268556	98.51409	30	2.88723	0.4935065
ILMN_2253207	96.90306	26	3.073851	0.635065
ILMN_1734794	103.8398	19	4.199128	0.161039
ILMN_1690818	96.36845	21	4.17212	0.6857143
ILMN_1770758	88.99174	27	2.837388	0.9922078
ILMN_2293529	92.67062	25	2.126586	0.9311689
ILMN_1703049	89.26178	24	2.880292	0.9922078
ILMN_1733690	115.799	18	4.115873	0.003896104
ILMN_2410406	93.77643	24	2.234041	0.8922078
ILMN_1741572	185.7137	11	12.47	0
ILMN_1768962	131.8131	16	5.272126	0
ILMN_2400663	102.1122	22	3.26875	0.2376623
ILMN_2396691	109.7415	22	3.158939	0.03636364
ILMN_1802799	279.8466	21	9.710129	0
ILMN_1679383	108.732	18	4.757782	0.04155844
ILMN_1658337	247.5787	23	9.271141	0
ILMN_2148847	359.3574	22	16.93219	0
ILMN_1770673	371.9187	29	9.557851	0
ILMN_2205785	98.7736	17	3.008051	0.4597403
ILMN_1728047	1024.623	25	28.13604	0
ILMN_1774938	121.7658	21	5.078418	0.001298701
ILMN_2380771	861.8647	31	29.00563	0
ILMN_1701731	1560.393	27	56.64454	0
ILMN_1672148	92.76765	22	2.703444	0.9298701
ILMN_2278335	99.90912	19	3.278914	0.3623376
ILMN_1662507	98.23679	29	2.753392	0.5207792
ILMN_1668617	93.61959	19	2.13144	0.9
ILMN_1719154	99.27801	33	2.600211	0.4233766
ILMN_1773417	96.63426	14	2.34236	0.6597403
ILMN_2412336	106.2013	17	3.958286	0.06623377
ILMN_3237488	93.42564	26	2.199082	0.9025974
ILMN_1730191	94.68179	19	3.755187	0.8207792
ILMN_1713124	92.67359	22	2.942369	0.9311689
ILMN_1668880	95.70579	30	2.074813	0.7428572
ILMN_1687757	99.1497	23	2.618846	0.4324675
ILMN_3307911	94.88561	20	2.358338	0.8103896
ILMN_1685803	95.24043	18	3.567538	0.787013
ILMN_1692661	103.298	26	3.570708	0.1701299
ILMN_2157277	7180.222	19	271.0979	0
ILMN_1694985	97.04238	24	2.689669	0.6181818
ILMN_1677043	1295.523	24	53.79604	0
ILMN_2145396	339.5014	15	10.72677	0
ILMN_1718483	95.16939	17	3.042382	0.7883117
ILMN_3243152	96.74222	27	2.597472	0.6532468
ILMN_2388507	797.618	34	13.55947	0
ILMN_2410909	672.4464	22	25.87591	0
ILMN_1748661	111.2008	17	4.095973	0.01948052
ILMN_1726906	99.73732	27	2.172033	0.387013
ILMN_1743347	104.0697	22	2.928411	0.1506494
ILMN_1733598	102.092	16	5.107994	0.238961
ILMN_1757130	101.7828	17	2.34549	0.2584416
ILMN_2325612	99.41268	29	2.788985	0.4181818
ILMN_2325610	92.65347	27	2.335026	0.9311689
ILMN_2377240	576.2947	20	26.11372	0
ILMN_1665982	227.7765	23	10.55736	0
ILMN_2404657	108.2924	17	4.951523	0.04415584
ILMN_1747577	211.0368	12	11.31597	0
ILMN_1679898	96.546	30	2.377222	0.6701299
ILMN_1700047	126.2267	28	3.90332	0
ILMN_2385647	119.1054	26	3.45495	0.003896104
ILMN_1728309	94.83028	28	2.809217	0.8116883
ILMN_1708323	95.92755	24	3.022569	0.7207792
ILMN_2367126	100.2514	25	2.740618	0.3324675
ILMN_2271875	103.4881	10	6.679499	0.1662338
ILMN_1782939	115.4419	19	5.483399	0.005194805
ILMN_1682763	101.078	24	2.729839	0.2922078
ILMN_1670870	115.383	20	4.572111	0.005194805
ILMN_2051381	147.3167	23	7.578884	0
ILMN_2302716	415.6559	21	10.15308	0
ILMN_2096372	95.34832	25	3.072505	0.7792208
ILMN_1709348	101.111	19	3.025159	0.2909091
ILMN_1748538	106.6243	15	4.735434	0.06363636
ILMN_2383707	103.8804	29	2.517878	0.1584416
ILMN_1807439	98.51421	26	2.853292	0.4935065
ILMN_2139970	92.77979	24	1.853874	0.9298701
ILMN_2150894	335.5627	19	22.18013	0
ILMN_1675398	128.674	15	4.510602	0
ILMN_1802167	102.1825	17	2.962474	0.2233766
ILMN_1736539	106.624	27	4.187395	0.06363636
ILMN_2182980	94.05219	19	3.242428	0.8779221
ILMN_1793859	96.5986	16	1.797803	0.6649351
ILMN_1702503	108.7798	23	3.756195	0.04155844
ILMN_1667564	116.3599	26	3.160065	0.003896104
ILMN_1794825	246.504	18	14.84488	0
ILMN_2401641	139.3714	26	3.99109	0
ILMN_1727965	95.22369	20	2.444625	0.7883117
ILMN_1728662	101.7716	21	4.203213	0.2584416
ILMN_2363880	98.90327	15	1.869954	0.451948
ILMN_1761514	100.2226	29	3.342228	0.3350649
ILMN_1763666	89.87901	25	2.369863	0.9883117
ILMN_2244841	87.82742	20	4.167899	0.9974026
ILMN_1656368	113.489	32	3.030653	0.006493506
ILMN_1696099	102.217	15	2.554612	0.2207792
ILMN_2406557	99.45664	17	4.669033	0.4142857
ILMN_2372403	98.60225	21	2.341445	0.4831169
ILMN_2372398	96.67699	20	1.655657	0.6584415
ILMN_1785284	148.55	23	4.256106	0
ILMN_2096985	114.0356	29	2.722863	0.006493506
ILMN_1687508	93.95129	13	3.734865	0.8805195
ILMN_1763461	107.1836	23	4.270628	0.05714286
ILMN_2365176	122.1745	13	5.550179	0
ILMN_1699258	101.5936	18	3.880182	0.2649351
ILMN_1681938	94.06737	16	3.054123	0.8766234
ILMN_1761804	2358.394	21	120.0574	0
ILMN_1681374	98.6718	19	2.990757	0.4779221
ILMN_1736700	1827.19	13	109.479	0
ILMN_2251253	126.0721	22	3.860817	0
ILMN_1741148	2466.007	15	75.71072	0
ILMN_1747716	118.505	13	5.112673	0.003896104
ILMN_1755974	1065.561	30	27.30761	0
ILMN_1718093	155.9675	18	6.979121	0
ILMN_3243268	112.8626	29	2.157576	0.009090909
ILMN_1730304	105.466	15	2.671332	0.09350649
ILMN_1666325	104.7324	26	3.266276	0.1233766
ILMN_3251482	118.2221	25	4.137972	0.003896104
ILMN_1660856	112.5073	16	3.399295	0.01038961
ILMN_2120982	99.88367	22	3.888835	0.3636364
ILMN_1743995	126.8426	18	5.536809	0
ILMN_2147503	115.6126	17	5.026778	0.003896104
ILMN_1761456	494.4357	19	24.25468	0
ILMN_1743635	130.9187	25	3.419118	0
ILMN_2191822	110.7193	24	2.653561	0.02207792
ILMN_2131293	114.4692	23	3.557198	0.006493506
ILMN_1782084	112.5114	31	2.724935	0.01038961
ILMN_1737945	105.6717	24	2.955216	0.08701298
ILMN_1722688	100.1025	20	1.846705	0.3428572
ILMN_1806845	138.8177	16	7.432561	0
ILMN_1711886	656.552	21	20.77057	0
ILMN_1664449	434.4118	29	15.9166	0
ILMN_1771411	257.8032	23	6.942719	0
ILMN_2365686	467.1366	22	22.89261	0
ILMN_2271014	104.3745	27	2.299772	0.1350649
ILMN_1685413	721.5584	22	26.89856	0
ILMN_1732809	325.7532	18	14.30478	0
ILMN_1753135	111.3616	16	5.004984	0.01948052
ILMN_2276750	106.569	34	2.395464	0.06363636
ILMN_1758038	183.3927	25	8.286592	0
ILMN_2375973	186.0677	22	6.53931	0
ILMN_1690252	284.1299	27	10.98594	0
ILMN_2134062	349.8159	19	13.4745	0
ILMN_1805673	366.2953	26	13.78002	0
ILMN_1657283	3914.611	21	108.5882	0
ILMN_1808792	261.9195	20	8.696396	0
ILMN_1761764	208.8668	19	7.099633	0
ILMN_1779190	163.9056	26	5.311906	0
ILMN_1796946	96.64937	20	3.284258	0.6584415
ILMN_1784583	92.37997	16	3.867306	0.9402598
ILMN_1681046	99.3065	20	2.602172	0.4220779
ILMN_1709474	122.6377	22	4.908704	0
ILMN_3237132	107.0848	34	2.923618	0.05714286
ILMN_1713731	97.64371	21	2.868464	0.5779221
ILMN_1692332	95.56442	23	2.640611	0.7597402
ILMN_2137544	94.02159	28	2.503788	0.8779221
ILMN_1735987	98.88784	23	3.416047	0.4532467
ILMN_1676042	100.7447	22	2.977442	0.3090909
ILMN_1783443	100.5184	21	2.113167	0.3194805
ILMN_1729320	97.26624	20	3.217602	0.6025974
ILMN_2403534	100.2589	20	4.53565	0.3324675
ILMN_2276904	94.4062	26	3.751269	0.851948
ILMN_1751975	92.36066	12	2.160959	0.9402598
ILMN_2393149	106.843	12	4.121741	0.05844156
ILMN_1680996	95.00944	15	2.626403	0.7961039
ILMN_1792150	92.73937	25	1.712424	0.9311689
ILMN_1651466	99.94014	22	3.027014	0.3597403
ILMN_1797875	3513.589	25	145.2483	0
ILMN_1678255	109.8397	19	3.939742	0.03636364
ILMN_1752669	111.6127	18	3.55076	0.01688312
ILMN_2078697	101.591	24	1.998159	0.2649351
ILMN_1811238	97.79733	28	2.145992	0.561039
ILMN_1734630	105.8992	20	4.298203	0.07792208
ILMN_1701603	98.25423	19	2.351686	0.5155844
ILMN_1693789	1364.544	18	40.60032	0
ILMN_1801851	109.2827	16	5.687815	0.03766234
ILMN_1750256	141.8506	22	3.205363	0
ILMN_1700596	107.2503	15	3.669057	0.05584415
ILMN_1702322	90.88746	29	2.204473	0.9753247
ILMN_1690636	96.15046	21	2.668775	0.7064935
ILMN_1792449	95.96473	26	2.599598	0.7194805
ILMN_1765674	105.8437	15	5.613275	0.08311688
ILMN_1787314	309.2486	18	14.58599	0
ILMN_1663897	106.4239	24	3.56847	0.06363636
ILMN_1800958	577.0864	27	22.5466	0
ILMN_1760889	98.72823	17	2.400071	0.4662338
ILMN_3236443	121.3688	23	3.474933	0.001298701
ILMN_2191902	101.4611	37	2.399212	0.2727273
ILMN_1729325	105.3968	23	3.017493	0.09740259
ILMN_1803384	88.22077	21	1.98133	0.9948052
ILMN_1797432	102.1649	20	2.960645	0.2233766
ILMN_1794728	100.9448	16	4.315315	0.2987013
ILMN_1715988	116.5051	21	3.268776	0.003896104
ILMN_1713315	104.7185	19	3.980651	0.1233766
ILMN_2194619	96.63639	30	2.273884	0.6597403
ILMN_3246673	115.4811	34	3.261182	0.003896104
ILMN_1759670	134.7908	27	4.209116	0
ILMN_2367172	113.7903	15	4.104703	0.006493506
ILMN_1792741	113.0995	26	3.139352	0.009090909
ILMN_1794384	103.4635	28	3.222539	0.1675325
ILMN_1688019	91.35496	23	2.961926	0.9701298
ILMN_1751092	95.51656	24	2.820324	0.7623377
ILMN_1697611	96.85058	28	2.133203	0.6415585
ILMN_1695446	98.51649	25	2.580158	0.4922078
ILMN_1662681	98.89215	18	2.627469	0.4532467
ILMN_1788462	861.7983	20	48.67848	0
ILMN_1667994	325.2293	16	23.64852	0
ILMN_1788239	130.8307	24	5.087538	0
ILMN_1695759	114.3462	21	3.575306	0.006493506
ILMN_2397406	100.6454	12	3.51877	0.3103896
ILMN_1727258	111.1932	22	5.118416	0.01948052
ILMN_1723116	225.2374	18	9.45835	0
ILMN_1666258	117.6597	18	6.354976	0.003896104
ILMN_1660995	98.69698	24	2.797681	0.4714286
ILMN_1736412	88.46935	19	2.462864	0.9935065
ILMN_1778723	1621.151	27	66.10585	0
ILMN_1765460	106.9318	26	3.571865	0.05714286
ILMN_1725896	98.54109	29	2.207496	0.4883117
ILMN_1738233	103.7523	20	2.394947	0.1623377
ILMN_1670506	103.0516	21	2.830084	0.1831169
ILMN_1779374	218.2978	27	8.88615	0
ILMN_2394242	132.4459	15	5.993064	0
ILMN_1727023	158.5149	21	7.091431	0
ILMN_1683901	102.0333	25	3.897288	0.2441558
ILMN_1750880	101.5538	20	2.674202	0.2662338
ILMN_1792409	104.0934	20	2.737937	0.1480519
ILMN_1748141	106.2437	33	2.8258	0.06493507
ILMN_1778788	133.7868	18	5.323904	0
ILMN_1759312	99.2816	21	2.536196	0.4233766
ILMN_1701589	99.38813	28	2.467137	0.4181818
ILMN_1696830	95.80056	21	2.578117	0.7324675
ILMN_1786899	93.9282	30	2.273267	0.8831169
ILMN_1774447	96.92124	24	2.255723	0.6337662
ILMN_1660854	102.8783	21	3.930696	0.1974026
ILMN_1665307	90.11102	20	2.333555	0.9844156
ILMN_1731223	100.2855	11	3.772433	0.3311688
ILMN_1685834	95.83414	18	2.275949	0.7285714
ILMN_1725297	97.53798	20	3.181625	0.5857143
ILMN_1665331	122.1033	20	3.396847	0.001298701
ILMN_1713927	98.3745	26	3.507406	0.5077922
ILMN_1797796	89.22255	16	4.062043	0.9922078
ILMN_2294762	2036.151	26	60.84351	0
ILMN_2408219	95.87393	22	3.363245	0.7246753
ILMN_2094262	98.71561	24	2.762898	0.4662338
ILMN_2094261	98.1875	27	2.610473	0.5233766
ILMN_1726327	1037.305	24	29.6066	0
ILMN_1663313	4101.304	14	230.9484	0
ILMN_1719031	95.77629	20	2.803751	0.7350649
ILMN_2131123	95.1749	17	3.0649	0.7883117
ILMN_1801303	105.3602	13	4.77899	0.0987013
ILMN_1751102	104.1164	22	3.52407	0.1467533
ILMN_1694882	107.0661	11	7.38016	0.05714286
ILMN_2073157	94.81128	19	1.964134	0.812987
ILMN_1785742	98.4246	32	1.880871	0.5012987
