Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_a.AVG_Signal	KHYG1_si308_a.Avg_NBEADS	KHYG1_si308_a.BEAD_STDERR	KHYG1_si308_a.Detection Pval
ILMN_3247424	105.3731	22	4.266778	0.09090909
ILMN_1763000	104.3254	17	5.362165	0.1298701
ILMN_1776777	811.1594	19	30.69597	0
ILMN_1706963	94.64179	13	2.769797	0.8272727
ILMN_2320964	321.1749	21	13.66197	0
ILMN_1697628	120.5084	18	4.484564	0.002597403
ILMN_2319326	237.0664	24	8.332251	0
ILMN_1657442	135.63	16	2.078004	0
ILMN_1679797	733.7704	28	23.37604	0
ILMN_1749493	97.89772	21	2.976589	0.5532467
ILMN_1657139	202.0443	30	6.078143	0
ILMN_3245693	108.9192	22	2.591396	0.03246753
ILMN_1806275	125.3694	26	3.020483	0.001298701
ILMN_1659599	89.58546	22	3.072095	0.9909091
ILMN_1698777	135.9389	25	4.258423	0
ILMN_1663132	394.4917	23	13.31952	0
ILMN_1700349	121.4369	19	3.482832	0.002597403
ILMN_1761309	112.7245	28	3.247099	0.01688312
ILMN_2120555	100.6745	26	3.151358	0.3337662
ILMN_1742073	96.7769	17	3.270404	0.6558442
ILMN_3241894	89.62725	24	2.560135	0.9896104
ILMN_1810691	96.01569	25	3.188158	0.7090909
ILMN_1676893	1104.661	18	33.40678	0
ILMN_2148944	108.6572	23	2.750449	0.03506494
ILMN_1708588	99.43157	20	2.338729	0.4272727
ILMN_2311674	99.05258	24	2.785773	0.4532467
ILMN_1685156	108.684	16	2.518099	0.03506494
ILMN_1655935	226.7803	15	13.24989	0
ILMN_1754440	103.681	20	3.882018	0.1532468
ILMN_1654287	105.7139	26	2.118191	0.08571429
ILMN_1763344	96.4586	21	3.408727	0.6831169
ILMN_1711736	98.51974	24	3.094663	0.4961039
ILMN_2356786	144.3519	15	8.675962	0
ILMN_1759252	785.2012	20	27.72145	0
ILMN_1678791	100.6341	19	2.944036	0.3350649
ILMN_2336146	99.07101	28	2.573008	0.4532467
ILMN_2286339	95.1034	21	2.669172	0.7909091
ILMN_1694133	102.5477	29	2.113168	0.2116883
ILMN_1678501	98.29452	34	3.259165	0.5142857
ILMN_1787378	430.5971	19	20.73106	0
ILMN_1814526	746.9223	28	19.56467	0
ILMN_2311278	267.0448	19	14.35838	0
ILMN_1764309	97.92467	18	3.325297	0.5532467
ILMN_1811598	99.50842	21	2.920168	0.425974
ILMN_1740717	92.98309	17	1.974359	0.9207792
ILMN_2136010	98.39158	22	2.48984	0.5077922
ILMN_1797912	98.41369	29	3.219632	0.5051948
ILMN_1738604	141.8567	27	4.475688	0
ILMN_1691175	99.98559	23	2.260167	0.3896104
ILMN_2223359	99.34741	16	3.084656	0.4324675
ILMN_1702858	99.29829	28	2.964405	0.4363636
ILMN_2363634	102.1138	25	3.639543	0.2402597
ILMN_1813975	222.7467	29	6.206089	0
ILMN_1743331	95.83063	28	1.861825	0.7311688
ILMN_1775045	106.8875	21	3.211632	0.06623377
ILMN_2096322	228.6566	17	7.365881	0
ILMN_1688322	269.0902	23	9.424549	0
ILMN_2224833	542.7109	30	9.657228	0
ILMN_2358626	724.4678	18	37.11315	0
ILMN_1768062	128.9628	16	3.917741	0.001298701
ILMN_2358628	97.96896	24	2.67951	0.5506493
ILMN_1801020	241.6952	27	11.25617	0
ILMN_1708934	109.4143	22	3.315166	0.02467532
ILMN_1702933	116.0919	31	3.047568	0.006493506
ILMN_1657993	249.2684	24	7.746376	0
ILMN_1666019	119.3012	18	3.774606	0.003896104
ILMN_2080751	365.0065	18	17.6545	0
ILMN_1690352	414.4213	15	18.00265	0
ILMN_2275396	98.37105	26	1.829749	0.5077922
ILMN_2373444	91.58295	13	2.329277	0.9675325
ILMN_1747227	108.3338	15	2.320971	0.04415584
ILMN_1807372	206.4207	32	5.347112	0
ILMN_1703946	94.89416	26	1.935865	0.8051948
ILMN_1733259	96.09203	20	2.123897	0.7064935
ILMN_1730710	95.92918	12	5.127113	0.7181818
ILMN_1793959	294.1152	21	9.372468	0
ILMN_1794512	100.3082	32	3.632514	0.3558442
ILMN_1795788	91.3078	21	2.617144	0.974026
ILMN_1760335	112.3425	30	3.256586	0.01818182
ILMN_1788530	108.9263	17	4.14817	0.03246753
ILMN_1811480	471.4743	25	17.81752	0
ILMN_1813598	94.4986	24	2.536687	0.8337662
ILMN_1653821	93.93849	16	2.745783	0.8636364
ILMN_1780551	99.78226	17	2.541397	0.4038961
ILMN_1669227	95.01981	18	1.728834	0.7948052
ILMN_1709167	97.78617	19	3.110838	0.5623376
ILMN_1679754	95.32428	23	2.11982	0.774026
ILMN_1716421	97.22111	29	2.066084	0.6103896
ILMN_1659371	130.0429	26	5.430638	0.001298701
ILMN_1677868	102.547	16	2.989576	0.2116883
ILMN_1707445	102.6882	28	3.609848	0.2064935
ILMN_1733963	101.8571	22	2.556398	0.2532468
ILMN_1804255	109.2134	26	3.946335	0.02467532
ILMN_1695590	106.3095	14	2.871997	0.07532468
ILMN_1694007	99.2332	23	2.694932	0.4402598
ILMN_3307926	1398.984	23	40.50443	0
ILMN_1673330	87.4737	21	2.164943	0.9987013
ILMN_1668900	96.5945	21	2.626374	0.6714286
ILMN_2389013	306.1787	16	9.959423	0
ILMN_1760143	760.2499	16	25.9802	0
ILMN_1790757	2727.285	22	94.39679	0
ILMN_2092664	735.9355	25	38.20809	0
ILMN_1778796	386.0919	19	19.21394	0
ILMN_1749804	92.02037	19	2.587336	0.9506493
ILMN_1720235	100.4357	22	1.921228	0.3493507
ILMN_2240009	118.9026	23	2.780142	0.003896104
ILMN_1736178	97.05901	22	2.448247	0.6246753
ILMN_1803376	204.1535	22	7.403985	0
ILMN_3240321	166.0475	19	7.440333	0
ILMN_1712944	595.8013	29	13.91667	0
ILMN_2333107	191.5864	19	6.116289	0
ILMN_1707958	95.73209	22	2.227628	0.7376623
ILMN_1660424	95.22673	31	2.048021	0.7805195
ILMN_1701998	103.6763	23	3.285282	0.1532468
ILMN_1651235	101.174	20	2.12501	0.3038961
ILMN_1694140	101.9017	15	4.427676	0.2493507
ILMN_1730995	97.80559	22	3.086856	0.5623376
ILMN_2404917	99.27696	29	2.34465	0.4376623
ILMN_1702696	92.57077	21	3.28368	0.9337662
ILMN_2084562	111.1418	21	5.312013	0.01948052
ILMN_1769563	92.31284	17	3.357124	0.9402598
ILMN_1673119	100.5307	23	2.3381	0.3454545
ILMN_2129015	127.2941	31	3.011827	0.001298701
ILMN_1725889	100.9536	23	2.116059	0.3207792
ILMN_1775235	93.61406	22	2.293943	0.8818182
ILMN_1677951	96.08784	23	2.51827	0.7064935
ILMN_1708502	139.5218	28	3.687564	0
ILMN_1705447	126.1518	25	4.402319	0.001298701
ILMN_1699172	99.34629	27	2.504661	0.4337662
ILMN_2409898	93.37005	22	3.137017	0.9025974
ILMN_2295698	100.8197	21	2.954881	0.3285714
ILMN_2066124	1102.408	25	39.09842	0
ILMN_1777797	94.61236	18	2.643338	0.8298701
ILMN_2095653	139.1341	14	5.302184	0
ILMN_1707551	282.6917	34	10.4096	0
ILMN_1782204	98.6024	25	2.654708	0.4909091
ILMN_2402766	193.7659	25	7.029691	0
ILMN_1767722	101.7978	15	3.314257	0.261039
ILMN_2342841	180.9242	20	7.884216	0
ILMN_1802631	282.4046	20	9.493263	0
ILMN_2318481	96.36124	19	2.653287	0.6961039
ILMN_2245223	102.1263	23	3.199999	0.2402597
ILMN_3238543	96.69147	24	2.589247	0.6610389
ILMN_1735591	108.0604	27	2.77383	0.05064935
ILMN_2362126	107.7957	23	3.053713	0.05584415
ILMN_2269136	159.4195	18	5.99536	0
ILMN_3239130	120.2383	20	2.70617	0.002597403
ILMN_2120103	105.7199	27	2.903204	0.08571429
ILMN_3242883	161.2722	28	4.286376	0
ILMN_2100055	97.44594	29	2.673289	0.5948052
ILMN_1887648	102.4012	18	3.937406	0.2220779
ILMN_1688627	101.1421	27	2.373931	0.3090909
ILMN_1672767	93.80588	23	2.630682	0.8727273
ILMN_2196642	101.0573	21	3.258545	0.3142857
ILMN_2308689	204.9585	31	5.181076	0
ILMN_2290776	102.9472	12	1.731299	0.1948052
ILMN_1777182	99.50186	15	2.474378	0.425974
ILMN_1729777	103.9678	28	2.423849	0.138961
ILMN_1690829	93.35154	20	4.103407	0.9025974
ILMN_2257015	100.7953	16	2.85449	0.3285714
ILMN_3181215	104.8058	23	3.414663	0.1090909
ILMN_3260345	134.2151	28	2.625693	0
ILMN_1703228	174.323	11	7.068315	0
ILMN_1652023	102.0082	25	2.340695	0.2480519
ILMN_2064917	351.666	20	11.82857	0
ILMN_1776153	120.4407	26	3.183922	0.002597403
ILMN_1772645	288.506	18	14.37444	0
ILMN_1775082	98.8439	24	2.389004	0.474026
ILMN_1680343	98.96689	24	3.695689	0.4662338
ILMN_2277492	92.16836	24	2.185416	0.9480519
ILMN_2371825	236.8339	24	6.754695	0
ILMN_1717468	101.3789	22	4.33419	0.2935065
ILMN_2274377	105.1069	19	3.040825	0.0987013
ILMN_1750235	99.70954	25	2.033835	0.4090909
ILMN_1664006	137.5483	19	3.849211	0
ILMN_1707169	92.08881	22	2.519063	0.9493507
ILMN_1779109	91.44936	21	2.740344	0.9701298
ILMN_1697790	95.23636	20	3.008541	0.7805195
ILMN_1679520	165.078	26	4.719915	0
ILMN_1732176	155.5267	30	5.73235	0
ILMN_1681081	164.2093	26	5.84213	0
ILMN_2377430	170.6254	18	5.65541	0
ILMN_1661373	96.24216	13	3.064445	0.6974026
ILMN_2288175	100.7077	18	2.996151	0.3311688
ILMN_1654010	123.4316	28	3.507828	0.001298701
ILMN_1732672	99.34525	22	2.466839	0.4337662
ILMN_1730504	100.316	21	2.689714	0.3545454
ILMN_1662049	210.8256	24	7.85411	0
ILMN_1740752	147.7088	28	4.022794	0
ILMN_1794875	102.3517	23	2.754342	0.2233766
ILMN_1698209	399.0645	21	16.18029	0
ILMN_3307841	99.1609	26	2.687762	0.4506494
ILMN_1814151	112.0383	26	2.862397	0.01818182
ILMN_2050246	96.6791	24	2.163625	0.6623377
ILMN_1728787	105.4039	38	2.080473	0.08961039
ILMN_2234605	102.5718	20	3.616898	0.2116883
ILMN_1770454	131.8555	22	5.518251	0.001298701
ILMN_1770336	95.31247	25	2.327267	0.774026
ILMN_1714253	99.84211	26	3.528595	0.4012987
ILMN_1813530	96.29028	20	3.11299	0.6974026
ILMN_2223922	104.3418	22	3.456811	0.1285714
ILMN_1718071	257.2887	14	15.25426	0
ILMN_1814327	102.6785	18	5.342249	0.2064935
ILMN_2341343	105.8243	29	3.08451	0.08181818
ILMN_1775634	100.3137	16	2.800181	0.3558442
ILMN_1802458	389.3423	24	11.8339	0
ILMN_2307656	389.3911	20	12.92231	0
ILMN_1709796	102.5281	24	5.069596	0.2155844
ILMN_1783963	91.06043	18	2.985737	0.9766234
ILMN_2134801	94.59773	13	2.776461	0.8298701
ILMN_1757807	101.0876	18	2.837403	0.3116883
ILMN_1673529	124.0167	17	3.629901	0.001298701
ILMN_1686370	99.81591	29	2.624604	0.4012987
ILMN_1809139	187.3298	31	5.547425	0
ILMN_1747504	186.4245	25	7.026668	0
ILMN_1666679	100.4492	23	2.41923	0.3467532
ILMN_1657862	1917.061	26	56.85458	0
ILMN_1770412	551.4826	16	20.65631	0
ILMN_1712786	116.8964	23	3.824249	0.005194805
ILMN_1680111	104.1117	17	2.748381	0.1337662
ILMN_1791006	128.0337	22	3.593628	0.001298701
ILMN_1714567	330.5941	29	10.98946	0
ILMN_1792495	110.5555	13	5.064181	0.02077922
ILMN_1752159	104.7155	18	3.857918	0.1168831
ILMN_3243156	105.0579	15	3.991276	0.1012987
ILMN_1812640	1614.364	14	46.49566	0
ILMN_2162799	121.1225	18	2.5611	0.002597403
ILMN_1782679	98.92221	29	2.855443	0.4675325
ILMN_1703617	909.3914	18	28.6184	0
ILMN_1798308	183.4512	20	4.54363	0
ILMN_1730625	94.76269	23	2.807657	0.8207792
ILMN_1696512	103.7988	26	2.72305	0.1467533
ILMN_2164164	102.1271	26	3.292766	0.2402597
ILMN_3240117	828.8505	29	21.60739	0
ILMN_1703538	100.7566	15	2.117529	0.3298701
ILMN_1792473	872.9995	13	35.19962	0
ILMN_1771827	101.1237	19	2.713314	0.3090909
ILMN_3246401	142.1273	33	4.664121	0
ILMN_1770725	99.83035	21	2.792142	0.4012987
ILMN_2313821	569.5157	16	34.8189	0
ILMN_1717357	150.8193	25	4.814799	0
ILMN_1668408	238.4084	23	6.716466	0
ILMN_1667183	120.2865	25	4.822355	0.002597403
ILMN_1712639	99.95384	17	2.772872	0.3909091
ILMN_1704173	97.13252	25	2.032151	0.6155844
ILMN_1797974	138.5854	18	5.797183	0
ILMN_1688625	182.7755	28	5.583059	0
ILMN_1776916	96.89472	24	2.851501	0.6402597
ILMN_2113340	94.22434	25	2.142289	0.8545455
ILMN_1669557	91.20257	19	2.887076	0.9753247
ILMN_3307874	93.62597	26	2.316672	0.8818182
ILMN_2214232	106.9971	27	2.331864	0.06623377
ILMN_1681301	382.3954	14	15.10988	0
ILMN_1673252	2023.256	18	59.13008	0
ILMN_2103841	416.277	20	18.59906	0
ILMN_2368268	103.236	22	3.851068	0.1792208
ILMN_2415292	97.38352	19	3.38212	0.5974026
ILMN_1670282	90.70328	22	1.976398	0.9818182
ILMN_2261519	4123.935	13	47.40226	0
ILMN_1791236	94.87533	24	2.477286	0.8090909
ILMN_1723521	91.78137	18	1.623239	0.9571428
ILMN_2242299	93.16747	27	2.674643	0.9116883
ILMN_2312764	104.4049	22	3.553329	0.1272727
ILMN_1779965	122.2868	32	2.508692	0.002597403
ILMN_1670542	541.7767	21	19.93582	0
ILMN_1655645	160.1962	26	3.944019	0
ILMN_1716053	881.3032	24	30.59844	0
ILMN_3236458	116.5664	13	2.778822	0.005194805
ILMN_1778173	357.6524	25	8.772091	0
ILMN_2338038	110.0446	18	3.949778	0.02207792
ILMN_1686522	96.82776	15	3.092762	0.648052
ILMN_1764090	103.5325	30	2.30108	0.161039
ILMN_1798249	97.36796	21	2.173518	0.5974026
ILMN_1656593	104.9706	22	3.793948	0.1051948
ILMN_2283473	92.68233	22	3.14012	0.9272727
ILMN_2387712	93.17917	12	4.126958	0.9103896
ILMN_1684305	96.1115	27	2.683968	0.7051948
ILMN_1712530	158.2482	20	4.9195	0
ILMN_1662598	102.2776	20	3.328715	0.2285714
ILMN_1718808	111.2112	22	3.729771	0.01948052
ILMN_1783818	95.59163	14	2.338582	0.7532467
ILMN_2293758	232.3084	25	9.089635	0
ILMN_1735539	105.4275	24	2.505892	0.08961039
ILMN_2280189	101.7686	19	2.71588	0.2623377
ILMN_1693220	163.8147	13	8.465073	0
ILMN_1684836	102.6047	24	3.063858	0.2090909
ILMN_1715532	95.0832	21	2.241336	0.7909091
ILMN_1686846	99.617	12	2.489074	0.4194805
ILMN_2308950	102.2416	20	4.085703	0.2311688
ILMN_1709101	116.4986	21	3.729139	0.005194805
ILMN_1752247	110.6059	26	2.448754	0.02077922
ILMN_2396956	204.4026	18	8.017189	0
ILMN_1679987	91.71748	10	1.213638	0.9662338
ILMN_1673542	97.44861	26	2.04645	0.5935065
ILMN_1802537	95.38545	20	3.320955	0.7675325
ILMN_1675507	108.85	20	3.377764	0.03376623
ILMN_1691959	119.6145	16	5.791235	0.003896104
ILMN_1737754	98.15512	21	3.300512	0.5311688
ILMN_1808905	93.34688	20	1.707652	0.9025974
ILMN_2268556	95.36446	14	2.617697	0.7701299
ILMN_2253207	98.33274	23	2.472321	0.5090909
ILMN_1734794	102.2511	26	2.051887	0.2311688
ILMN_1690818	96.55219	24	2.350302	0.674026
ILMN_1770758	99.61568	25	4.724294	0.4194805
ILMN_2293529	94.28974	22	2.299259	0.8493506
ILMN_1703049	102.632	26	3.965579	0.2077922
ILMN_1733690	135.8985	25	4.475076	0
ILMN_2410406	94.63931	16	2.386022	0.8272727
ILMN_1741572	161.8068	20	6.271254	0
ILMN_1768962	128.692	16	5.172833	0.001298701
ILMN_2400663	97.57938	23	2.997714	0.5766234
ILMN_2396691	105.2617	26	3.31035	0.0961039
ILMN_1802799	277.814	20	10.97367	0
ILMN_1679383	111.2555	15	2.042826	0.01948052
ILMN_1658337	237.4438	23	6.670128	0
ILMN_2148847	393.8694	22	14.7917	0
ILMN_1770673	367.5333	25	12.13694	0
ILMN_2205785	105.1744	26	3.371508	0.0961039
ILMN_1728047	856.9322	21	28.67299	0
ILMN_1774938	112.318	20	4.892	0.01818182
ILMN_2380771	894.2943	32	25.57713	0
ILMN_1701731	1437.483	21	49.34948	0
ILMN_1672148	96.41689	22	2.245463	0.6883117
ILMN_2278335	97.71074	18	2.551532	0.5714286
ILMN_1662507	96.97367	21	3.53677	0.6298701
ILMN_1668617	104.2366	26	2.630772	0.1311688
ILMN_1719154	92.60236	28	3.054766	0.9324675
ILMN_1773417	91.16573	25	2.695535	0.9766234
ILMN_2412336	93.19816	13	2.257721	0.9090909
ILMN_3237488	100.7024	19	3.732244	0.3311688
ILMN_1730191	97.74399	12	3.422047	0.5688311
ILMN_1713124	102.1706	13	2.531018	0.2350649
ILMN_1668880	99.84451	24	2.474582	0.4012987
ILMN_1687757	110.2629	15	5.969173	0.02207792
ILMN_3307911	102.3249	21	2.874605	0.2246753
ILMN_1685803	97.39038	32	2.027517	0.5974026
ILMN_1692661	98.49738	21	2.411152	0.5012987
ILMN_2157277	6432.161	19	166.2043	0
ILMN_1694985	96.33527	22	1.969472	0.6974026
ILMN_1677043	1203.514	27	40.3162	0
ILMN_2145396	346.1767	16	20.10172	0
ILMN_1718483	99.36779	29	2.707719	0.4285714
ILMN_3243152	94.83867	30	2.885862	0.8116883
ILMN_2388507	764.4203	19	22.05509	0
ILMN_2410909	604.062	24	19.68493	0
ILMN_1748661	103.5771	20	3.069146	0.1558442
ILMN_1726906	100.0188	18	2.542701	0.3844156
ILMN_1743347	93.08935	20	2.554738	0.9155844
ILMN_1733598	101.4495	29	2.447077	0.2883117
ILMN_1757130	98.58498	14	3.323128	0.4922078
ILMN_2325612	97.74253	17	1.819917	0.5688311
ILMN_2325610	95.48795	27	2.512752	0.7584416
ILMN_2377240	557.6776	20	17.33839	0
ILMN_1665982	241.6154	15	13.46119	0
ILMN_2404657	110.6937	6	5.179462	0.02077922
ILMN_1747577	197.2925	28	6.856293	0
ILMN_1679898	100.1943	20	3.314287	0.3649351
ILMN_1700047	117.721	21	5.079561	0.005194805
ILMN_2385647	115.0689	15	5.103228	0.007792208
ILMN_1728309	94.32906	38	2.114163	0.8467532
ILMN_1708323	95.27443	20	2.470575	0.7792208
ILMN_2367126	96.33183	22	2.750707	0.6974026
ILMN_2271875	99.91233	12	2.821828	0.3974026
ILMN_1782939	100.9523	13	3.015053	0.3207792
ILMN_1682763	98.61082	18	2.122548	0.4909091
ILMN_1670870	136.8638	22	4.685481	0
ILMN_2051381	134.5699	31	5.291617	0
ILMN_2302716	372.6349	15	14.08649	0
ILMN_2096372	93.97564	26	2.378995	0.861039
ILMN_1709348	105.1298	35	2.318246	0.09740259
ILMN_1748538	91.00465	17	1.940714	0.9766234
ILMN_2383707	98.08574	28	2.687988	0.5376623
ILMN_1807439	101.0522	25	2.783326	0.3142857
ILMN_2139970	90.60828	16	4.135081	0.9831169
ILMN_2150894	334.8334	27	13.18602	0
ILMN_1675398	127.1055	25	3.255468	0.001298701
ILMN_1802167	106.7751	16	3.72951	0.06753246
ILMN_1736539	107.8743	19	3.864794	0.05324675
ILMN_2182980	103.6369	19	3.39589	0.1532468
ILMN_1793859	97.04897	16	2.4375	0.6246753
ILMN_1702503	98.50366	28	3.033904	0.5012987
ILMN_1667564	121.9215	20	3.944631	0.002597403
ILMN_1794825	227.1849	22	6.802585	0
ILMN_2401641	135.0228	23	3.437947	0
ILMN_1727965	92.063	16	2.113711	0.9493507
ILMN_1728662	92.08341	24	2.818502	0.9493507
ILMN_2363880	93.4663	18	2.408963	0.8909091
ILMN_1761514	96.71547	23	3.144814	0.6610389
ILMN_1763666	88.94162	20	2.98713	0.9961039
ILMN_2244841	95.46549	26	2.715044	0.7597402
ILMN_1656368	106.2483	20	2.475613	0.07662338
ILMN_1696099	106.395	18	4.344602	0.07272727
ILMN_2406557	104.0654	24	3.319056	0.1363636
ILMN_2372403	102.8586	27	3.71623	0.2
ILMN_2372398	97.8151	19	3.362462	0.5623376
ILMN_1785284	141.2585	20	3.527045	0
ILMN_2096985	108.6635	21	2.928869	0.03506494
ILMN_1687508	101.5196	19	2.064565	0.2831169
ILMN_1763461	99.92266	11	3.218378	0.3961039
ILMN_2365176	122.0719	22	2.605797	0.002597403
ILMN_1699258	101.6905	17	1.479894	0.2727273
ILMN_1681938	95.51363	26	2.632247	0.7571428
ILMN_1761804	2045.457	29	65.18961	0
ILMN_1681374	106.4082	21	3.874506	0.07272727
ILMN_1736700	1776.719	17	81.2934	0
ILMN_2251253	126.2492	23	5.591446	0.001298701
ILMN_1741148	2176.395	28	84.83685	0
ILMN_1747716	100.7729	25	2.463007	0.3298701
ILMN_1755974	860.3846	24	31.80181	0
ILMN_1718093	158.3276	28	5.088811	0
ILMN_3243268	121.4761	19	4.205075	0.002597403
ILMN_1730304	107.6203	29	2.50981	0.05844156
ILMN_1666325	113.0457	23	3.876586	0.01428571
ILMN_3251482	130.346	23	5.522233	0.001298701
ILMN_1660856	116.3565	20	4.090707	0.006493506
ILMN_2120982	98.77565	29	2.241131	0.4753247
ILMN_1743995	129.5446	28	4.998338	0.001298701
ILMN_2147503	123.7171	23	4.582603	0.001298701
ILMN_1761456	552.5934	16	20.41252	0
ILMN_1743635	131.0823	19	3.576339	0.001298701
ILMN_2191822	108.8092	16	5.233649	0.03376623
ILMN_2131293	111.1527	27	3.204488	0.01948052
ILMN_1782084	113.0734	23	3.183552	0.01428571
ILMN_1737945	110.0276	21	3.046783	0.02207792
ILMN_1722688	106.1995	14	2.557193	0.07662338
ILMN_1806845	143.4441	15	7.187052	0
ILMN_1711886	643.8325	25	14.42151	0
ILMN_1664449	506.2391	17	19.79667	0
ILMN_1771411	354.7954	14	20.0201	0
ILMN_2365686	486.3961	24	16.87993	0
ILMN_2271014	111.0593	18	4.358993	0.01948052
ILMN_1685413	712.685	28	29.19096	0
ILMN_1732809	300.8849	17	12.11639	0
ILMN_1753135	119.6089	16	5.279203	0.003896104
ILMN_2276750	109.2381	21	3.286816	0.02467532
ILMN_1758038	171.7059	23	5.638176	0
ILMN_2375973	182.9897	22	6.82154	0
ILMN_1690252	294.2775	39	10.62785	0
ILMN_2134062	355.2179	32	8.396052	0
ILMN_1805673	329.8925	20	10.77329	0
ILMN_1657283	3409.399	24	59.55293	0
ILMN_1808792	228.8247	14	8.655236	0
ILMN_1761764	195.7884	19	9.37825	0
ILMN_1779190	146.4113	22	4.095617	0
ILMN_1796946	97.32298	25	3.566135	0.6038961
ILMN_1784583	99.99236	14	4.173849	0.3883117
ILMN_1681046	97.7611	23	2.027951	0.5662338
ILMN_1709474	120.5261	21	4.005762	0.002597403
ILMN_3237132	106.1877	22	3.736511	0.07792208
ILMN_1713731	98.9696	22	3.254903	0.4649351
ILMN_1692332	100.0247	13	2.194198	0.3844156
ILMN_2137544	94.29321	15	1.242747	0.8493506
ILMN_1735987	101.1548	27	2.441444	0.3064935
ILMN_1676042	98.05166	30	2.709624	0.5415584
ILMN_1783443	102.5377	28	2.415358	0.2142857
ILMN_1729320	98.38107	25	2.272343	0.5077922
ILMN_2403534	109.6522	20	3.205118	0.02467532
ILMN_2276904	98.46213	25	3.098051	0.5025974
ILMN_1751975	92.72162	21	2.542869	0.9272727
ILMN_2393149	110.245	20	4.143028	0.02207792
ILMN_1680996	102.9697	28	2.159156	0.1948052
ILMN_1792150	101.0524	28	3.496473	0.3142857
ILMN_1651466	98.20772	30	2.289296	0.5220779
ILMN_1797875	4341.607	20	160.5016	0
ILMN_1678255	105.4562	29	2.577859	0.08961039
ILMN_1752669	114.508	25	4.008175	0.007792208
ILMN_2078697	108.0885	21	3.015393	0.05064935
ILMN_1811238	94.36061	33	2.407025	0.8454546
ILMN_1734630	92.83988	15	2.575974	0.9246753
ILMN_1701603	94.359	12	3.909238	0.8454546
ILMN_1693789	943.7626	19	30.14817	0
ILMN_1801851	106.2589	21	3.337546	0.07662338
ILMN_1750256	150.6982	23	4.584637	0
ILMN_1700596	100.2814	28	2.735351	0.3584416
ILMN_1702322	88.93632	27	2.814674	0.9961039
ILMN_1690636	95.60073	23	2.910536	0.7519481
ILMN_1792449	99.78259	17	3.228684	0.4038961
ILMN_1765674	99.26183	12	3.396502	0.4376623
ILMN_1787314	242.0941	12	14.73585	0
ILMN_1663897	101.2372	20	3.387604	0.3
ILMN_1800958	595.6061	26	15.18294	0
ILMN_1760889	96.10271	16	2.377521	0.7064935
ILMN_3236443	118.5371	23	4.54293	0.005194805
ILMN_2191902	100.896	27	3.395153	0.325974
ILMN_1729325	100.7711	17	3.093016	0.3298701
ILMN_1803384	96.9019	25	3.001063	0.6376624
ILMN_1797432	103.0503	13	3.684294	0.1883117
ILMN_1794728	105.8279	21	3.779148	0.08181818
ILMN_1715988	109.2378	15	2.25789	0.02467532
ILMN_1713315	97.01848	11	5.797745	0.6285715
ILMN_2194619	95.2216	22	2.770438	0.7805195
ILMN_3246673	116.8648	19	3.706059	0.005194805
ILMN_1759670	133.1548	16	6.846646	0
ILMN_2367172	109.7366	17	3.936136	0.02337662
ILMN_1792741	103.5829	25	3.268848	0.1545455
ILMN_1794384	97.92569	26	2.083607	0.5532467
ILMN_1688019	100.204	33	2.673064	0.3636364
ILMN_1751092	99.33617	20	2.53419	0.4337662
ILMN_1697611	97.72965	19	2.853899	0.5701299
ILMN_1695446	102.5882	27	2.780234	0.2103896
ILMN_1662681	100.955	28	3.584954	0.3207792
ILMN_1788462	850.9763	28	24.11793	0
ILMN_1667994	316.4725	22	12.82478	0
ILMN_1788239	136.0235	23	4.811414	0
ILMN_1695759	125.9659	12	6.876541	0.001298701
ILMN_2397406	97.76649	29	2.557588	0.5662338
ILMN_1727258	100.2343	23	2.28151	0.3623376
ILMN_1723116	218.8307	23	7.011443	0
ILMN_1666258	106.0963	30	2.21963	0.07792208
ILMN_1660995	103.8767	22	3.00733	0.1415584
ILMN_1736412	94.9893	23	2.46417	0.7961039
ILMN_1778723	1267.407	36	45.66566	0
ILMN_1765460	100.3364	19	2.624722	0.3545454
ILMN_1725896	109.3761	32	2.863081	0.02467532
ILMN_1738233	93.9334	25	2.2906	0.8636364
ILMN_1670506	105.3763	17	3.258508	0.09090909
ILMN_1779374	207.4871	31	5.596742	0
ILMN_2394242	131.8987	28	3.797418	0.001298701
ILMN_1727023	153.5091	23	5.431163	0
ILMN_1683901	101.6625	26	3.268159	0.2766234
ILMN_1750880	99.30372	13	4.612656	0.4363636
ILMN_1792409	98.57806	28	2.626779	0.4922078
ILMN_1748141	103.2565	25	4.214948	0.1766234
ILMN_1778788	121.7357	10	3.682353	0.002597403
ILMN_1759312	94.64107	20	3.114113	0.8272727
ILMN_1701589	95.50095	30	1.435603	0.7584416
ILMN_1696830	91.35068	17	3.29635	0.9714286
ILMN_1786899	94.47781	22	1.984382	0.8363636
ILMN_1774447	96.24501	21	2.223563	0.6974026
ILMN_1660854	103.9034	31	1.887129	0.1402597
ILMN_1665307	92.38124	34	2.404649	0.9402598
ILMN_1731223	102.34	28	3.846171	0.2233766
ILMN_1685834	97.33845	20	2.203718	0.6
ILMN_1725297	104.988	19	4.84718	0.1051948
ILMN_1665331	122.2589	23	4.08365	0.002597403
